,target
41535,<=50K.
41536,>50K.
41537,>50K.
41538,<=50K.
41539,>50K.
41540,<=50K.
41541,<=50K.
41542,<=50K.
41543,<=50K.
41544,<=50K.
41545,<=50K.
41546,<=50K.
41547,>50K.
41548,>50K.
41549,<=50K.
41550,<=50K.
41551,<=50K.
41552,<=50K.
41553,<=50K.
41554,<=50K.
41555,>50K.
41556,<=50K.
41557,<=50K.
41558,<=50K.
41559,<=50K.
41560,<=50K.
41561,<=50K.
41562,<=50K.
41563,<=50K.
41564,>50K.
41565,<=50K.
41566,<=50K.
41567,<=50K.
41568,<=50K.
41569,<=50K.
41570,<=50K.
41571,<=50K.
41572,>50K.
41573,<=50K.
41574,<=50K.
41575,<=50K.
41576,<=50K.
41577,>50K.
41578,<=50K.
41579,<=50K.
41580,<=50K.
41581,<=50K.
41582,<=50K.
41583,<=50K.
41584,>50K.
41585,<=50K.
41586,>50K.
41587,<=50K.
41588,<=50K.
41589,<=50K.
41590,<=50K.
41591,>50K.
41592,<=50K.
41593,<=50K.
41594,<=50K.
41595,<=50K.
41596,<=50K.
41597,<=50K.
41598,<=50K.
41599,<=50K.
41600,>50K.
41601,<=50K.
41602,<=50K.
41603,<=50K.
41604,<=50K.
41605,>50K.
41606,<=50K.
41607,>50K.
41608,<=50K.
41609,<=50K.
41610,<=50K.
41611,<=50K.
41612,<=50K.
41613,<=50K.
41614,<=50K.
41615,<=50K.
41616,<=50K.
41617,>50K.
41618,<=50K.
41619,<=50K.
41620,<=50K.
41621,<=50K.
41622,<=50K.
41623,<=50K.
41624,<=50K.
41625,<=50K.
41626,<=50K.
41627,<=50K.
41628,<=50K.
41629,>50K.
41630,<=50K.
41631,<=50K.
41632,<=50K.
41633,<=50K.
41634,<=50K.
41635,<=50K.
41636,<=50K.
41637,>50K.
41638,<=50K.
41639,>50K.
41640,>50K.
41641,<=50K.
41642,<=50K.
41643,<=50K.
41644,>50K.
41645,>50K.
41646,<=50K.
41647,<=50K.
41648,<=50K.
41649,<=50K.
41650,<=50K.
41651,<=50K.
41652,<=50K.
41653,<=50K.
41654,<=50K.
41655,<=50K.
41656,<=50K.
41657,<=50K.
41658,>50K.
41659,>50K.
41660,<=50K.
41661,<=50K.
41662,<=50K.
41663,>50K.
41664,<=50K.
41665,<=50K.
41666,>50K.
41667,<=50K.
41668,<=50K.
41669,<=50K.
41670,>50K.
41671,<=50K.
41672,<=50K.
41673,<=50K.
41674,>50K.
41675,>50K.
41676,<=50K.
41677,<=50K.
41678,>50K.
41679,<=50K.
41680,<=50K.
41681,<=50K.
41682,<=50K.
41683,<=50K.
41684,>50K.
41685,<=50K.
41686,<=50K.
41687,>50K.
41688,<=50K.
41689,<=50K.
41690,>50K.
41691,<=50K.
41692,<=50K.
41693,>50K.
41694,>50K.
41695,<=50K.
41696,>50K.
41697,>50K.
41698,>50K.
41699,<=50K.
41700,<=50K.
41701,>50K.
41702,<=50K.
41703,<=50K.
41704,>50K.
41705,<=50K.
41706,<=50K.
41707,<=50K.
41708,<=50K.
41709,>50K.
41710,<=50K.
41711,<=50K.
41712,<=50K.
41713,<=50K.
41714,<=50K.
41715,<=50K.
41716,>50K.
41717,<=50K.
41718,<=50K.
41719,<=50K.
41720,>50K.
41721,>50K.
41722,>50K.
41723,<=50K.
41724,<=50K.
41725,<=50K.
41726,<=50K.
41727,>50K.
41728,<=50K.
41729,>50K.
41730,>50K.
41731,<=50K.
41732,<=50K.
41733,>50K.
41734,<=50K.
41735,<=50K.
41736,<=50K.
41737,<=50K.
41738,<=50K.
41739,<=50K.
41740,<=50K.
41741,<=50K.
41742,>50K.
41743,<=50K.
41744,<=50K.
41745,<=50K.
41746,>50K.
41747,<=50K.
41748,<=50K.
41749,<=50K.
41750,<=50K.
41751,>50K.
41752,<=50K.
41753,>50K.
41754,<=50K.
41755,<=50K.
41756,<=50K.
41757,>50K.
41758,<=50K.
41759,<=50K.
41760,>50K.
41761,>50K.
41762,<=50K.
41763,<=50K.
41764,<=50K.
41765,<=50K.
41766,>50K.
41767,>50K.
41768,>50K.
41769,<=50K.
41770,<=50K.
41771,>50K.
41772,>50K.
41773,>50K.
41774,<=50K.
41775,<=50K.
41776,<=50K.
41777,<=50K.
41778,<=50K.
41779,<=50K.
41780,>50K.
41781,<=50K.
41782,<=50K.
41783,<=50K.
41784,>50K.
41785,>50K.
41786,<=50K.
41787,<=50K.
41788,<=50K.
41789,<=50K.
41790,<=50K.
41791,<=50K.
41792,<=50K.
41793,<=50K.
41794,<=50K.
41795,<=50K.
41796,<=50K.
41797,<=50K.
41798,<=50K.
41799,<=50K.
41800,>50K.
41801,>50K.
41802,<=50K.
41803,<=50K.
41804,<=50K.
41805,<=50K.
41806,>50K.
41807,<=50K.
41808,>50K.
41809,<=50K.
41810,<=50K.
41811,<=50K.
41812,<=50K.
41813,<=50K.
41814,<=50K.
41815,<=50K.
41816,<=50K.
41817,<=50K.
41818,<=50K.
41819,<=50K.
41820,<=50K.
41821,<=50K.
41822,<=50K.
41823,<=50K.
41824,<=50K.
41825,<=50K.
41826,<=50K.
41827,<=50K.
41828,<=50K.
41829,>50K.
41830,<=50K.
41831,<=50K.
41832,<=50K.
41833,>50K.
41834,<=50K.
41835,>50K.
41836,<=50K.
41837,<=50K.
41838,<=50K.
41839,<=50K.
41840,<=50K.
41841,<=50K.
41842,>50K.
41843,>50K.
41844,<=50K.
41845,<=50K.
41846,>50K.
41847,>50K.
41848,>50K.
41849,<=50K.
41850,<=50K.
41851,<=50K.
41852,<=50K.
41853,>50K.
41854,<=50K.
41855,<=50K.
41856,>50K.
41857,>50K.
41858,<=50K.
41859,<=50K.
41860,>50K.
41861,<=50K.
41862,<=50K.
41863,<=50K.
41864,>50K.
41865,<=50K.
41866,<=50K.
41867,<=50K.
41868,<=50K.
41869,<=50K.
41870,<=50K.
41871,<=50K.
41872,<=50K.
41873,<=50K.
41874,<=50K.
41875,>50K.
41876,<=50K.
41877,<=50K.
41878,<=50K.
41879,<=50K.
41880,<=50K.
41881,<=50K.
41882,<=50K.
41883,<=50K.
41884,<=50K.
41885,<=50K.
41886,<=50K.
41887,<=50K.
41888,<=50K.
41889,>50K.
41890,>50K.
41891,<=50K.
41892,>50K.
41893,<=50K.
41894,<=50K.
41895,<=50K.
41896,<=50K.
41897,<=50K.
41898,<=50K.
41899,<=50K.
41900,<=50K.
41901,<=50K.
41902,<=50K.
41903,<=50K.
41904,<=50K.
41905,>50K.
41906,>50K.
41907,<=50K.
41908,<=50K.
41909,>50K.
41910,<=50K.
41911,<=50K.
41912,<=50K.
41913,<=50K.
41914,>50K.
41915,<=50K.
41916,<=50K.
41917,>50K.
41918,<=50K.
41919,<=50K.
41920,>50K.
41921,<=50K.
41922,>50K.
41923,<=50K.
41924,>50K.
41925,<=50K.
41926,<=50K.
41927,<=50K.
41928,<=50K.
41929,<=50K.
41930,<=50K.
41931,>50K.
41932,<=50K.
41933,>50K.
41934,<=50K.
41935,<=50K.
41936,<=50K.
41937,<=50K.
41938,>50K.
41939,>50K.
41940,>50K.
41941,<=50K.
41942,>50K.
41943,<=50K.
41944,<=50K.
41945,<=50K.
41946,<=50K.
41947,>50K.
41948,>50K.
41949,>50K.
41950,<=50K.
41951,<=50K.
41952,>50K.
41953,>50K.
41954,<=50K.
41955,>50K.
41956,<=50K.
41957,<=50K.
41958,<=50K.
41959,<=50K.
41960,<=50K.
41961,<=50K.
41962,<=50K.
41963,>50K.
41964,<=50K.
41965,<=50K.
41966,>50K.
41967,<=50K.
41968,<=50K.
41969,<=50K.
41970,<=50K.
41971,<=50K.
41972,>50K.
41973,<=50K.
41974,<=50K.
41975,<=50K.
41976,<=50K.
41977,>50K.
41978,<=50K.
41979,>50K.
41980,>50K.
41981,<=50K.
41982,>50K.
41983,<=50K.
41984,>50K.
41985,<=50K.
41986,<=50K.
41987,<=50K.
41988,<=50K.
41989,<=50K.
41990,<=50K.
41991,<=50K.
41992,<=50K.
41993,>50K.
41994,<=50K.
41995,<=50K.
41996,<=50K.
41997,<=50K.
41998,<=50K.
41999,<=50K.
42000,>50K.
42001,<=50K.
42002,<=50K.
42003,>50K.
42004,<=50K.
42005,<=50K.
42006,<=50K.
42007,<=50K.
42008,<=50K.
42009,<=50K.
42010,<=50K.
42011,>50K.
42012,<=50K.
42013,<=50K.
42014,<=50K.
42015,<=50K.
42016,<=50K.
42017,<=50K.
42018,>50K.
42019,>50K.
42020,<=50K.
42021,>50K.
42022,<=50K.
42023,<=50K.
42024,<=50K.
42025,<=50K.
42026,<=50K.
42027,<=50K.
42028,<=50K.
42029,<=50K.
42030,>50K.
42031,<=50K.
42032,>50K.
42033,<=50K.
42034,>50K.
42035,<=50K.
42036,<=50K.
42037,>50K.
42038,<=50K.
42039,<=50K.
42040,<=50K.
42041,<=50K.
42042,<=50K.
42043,<=50K.
42044,>50K.
42045,>50K.
42046,>50K.
42047,<=50K.
42048,<=50K.
42049,<=50K.
42050,<=50K.
42051,<=50K.
42052,>50K.
42053,>50K.
42054,<=50K.
42055,<=50K.
42056,<=50K.
42057,<=50K.
42058,<=50K.
42059,<=50K.
42060,<=50K.
42061,<=50K.
42062,<=50K.
42063,<=50K.
42064,<=50K.
42065,>50K.
42066,<=50K.
42067,<=50K.
42068,<=50K.
42069,<=50K.
42070,<=50K.
42071,<=50K.
42072,>50K.
42073,<=50K.
42074,>50K.
42075,<=50K.
42076,>50K.
42077,<=50K.
42078,<=50K.
42079,<=50K.
42080,>50K.
42081,<=50K.
42082,>50K.
42083,<=50K.
42084,<=50K.
42085,<=50K.
42086,<=50K.
42087,>50K.
42088,<=50K.
42089,<=50K.
42090,<=50K.
42091,<=50K.
42092,<=50K.
42093,<=50K.
42094,<=50K.
42095,<=50K.
42096,<=50K.
42097,<=50K.
42098,<=50K.
42099,<=50K.
42100,>50K.
42101,<=50K.
42102,<=50K.
42103,<=50K.
42104,>50K.
42105,<=50K.
42106,>50K.
42107,<=50K.
42108,>50K.
42109,<=50K.
42110,<=50K.
42111,<=50K.
42112,<=50K.
42113,<=50K.
42114,>50K.
42115,<=50K.
42116,>50K.
42117,<=50K.
42118,<=50K.
42119,<=50K.
42120,<=50K.
42121,>50K.
42122,<=50K.
42123,<=50K.
42124,<=50K.
42125,<=50K.
42126,<=50K.
42127,>50K.
42128,>50K.
42129,<=50K.
42130,<=50K.
42131,<=50K.
42132,>50K.
42133,<=50K.
42134,>50K.
42135,<=50K.
42136,<=50K.
42137,<=50K.
42138,<=50K.
42139,<=50K.
42140,<=50K.
42141,>50K.
42142,<=50K.
42143,<=50K.
42144,<=50K.
42145,>50K.
42146,<=50K.
42147,<=50K.
42148,>50K.
42149,<=50K.
42150,<=50K.
42151,>50K.
42152,<=50K.
42153,<=50K.
42154,<=50K.
42155,<=50K.
42156,<=50K.
42157,<=50K.
42158,<=50K.
42159,<=50K.
42160,<=50K.
42161,<=50K.
42162,<=50K.
42163,>50K.
42164,>50K.
42165,<=50K.
42166,<=50K.
42167,<=50K.
42168,<=50K.
42169,>50K.
42170,>50K.
42171,<=50K.
42172,>50K.
42173,<=50K.
42174,<=50K.
42175,<=50K.
42176,>50K.
42177,<=50K.
42178,<=50K.
42179,<=50K.
42180,<=50K.
42181,>50K.
42182,<=50K.
42183,<=50K.
42184,>50K.
42185,>50K.
42186,>50K.
42187,<=50K.
42188,>50K.
42189,<=50K.
42190,<=50K.
42191,>50K.
42192,<=50K.
42193,<=50K.
42194,<=50K.
42195,<=50K.
42196,>50K.
42197,<=50K.
42198,<=50K.
42199,<=50K.
42200,<=50K.
42201,>50K.
42202,<=50K.
42203,<=50K.
42204,<=50K.
42205,<=50K.
42206,<=50K.
42207,<=50K.
42208,<=50K.
42209,<=50K.
42210,<=50K.
42211,<=50K.
42212,<=50K.
42213,>50K.
42214,>50K.
42215,<=50K.
42216,<=50K.
42217,<=50K.
42218,<=50K.
42219,<=50K.
42220,<=50K.
42221,<=50K.
42222,<=50K.
42223,<=50K.
42224,<=50K.
42225,<=50K.
42226,<=50K.
42227,<=50K.
42228,<=50K.
42229,>50K.
42230,<=50K.
42231,<=50K.
42232,<=50K.
42233,<=50K.
42234,>50K.
42235,>50K.
42236,<=50K.
42237,<=50K.
42238,>50K.
42239,<=50K.
42240,>50K.
42241,<=50K.
42242,<=50K.
42243,<=50K.
42244,>50K.
42245,<=50K.
42246,<=50K.
42247,>50K.
42248,<=50K.
42249,<=50K.
42250,<=50K.
42251,>50K.
42252,<=50K.
42253,<=50K.
42254,<=50K.
42255,>50K.
42256,<=50K.
42257,<=50K.
42258,<=50K.
42259,<=50K.
42260,<=50K.
42261,<=50K.
42262,>50K.
42263,<=50K.
42264,>50K.
42265,<=50K.
42266,<=50K.
42267,<=50K.
42268,<=50K.
42269,>50K.
42270,<=50K.
42271,>50K.
42272,>50K.
42273,>50K.
42274,>50K.
42275,<=50K.
42276,<=50K.
42277,<=50K.
42278,<=50K.
42279,<=50K.
42280,<=50K.
42281,<=50K.
42282,<=50K.
42283,<=50K.
42284,<=50K.
42285,<=50K.
42286,<=50K.
42287,>50K.
42288,<=50K.
42289,<=50K.
42290,>50K.
42291,<=50K.
42292,<=50K.
42293,<=50K.
42294,>50K.
42295,<=50K.
42296,<=50K.
42297,>50K.
42298,>50K.
42299,<=50K.
42300,<=50K.
42301,<=50K.
42302,<=50K.
42303,<=50K.
42304,>50K.
42305,<=50K.
42306,<=50K.
42307,<=50K.
42308,<=50K.
42309,<=50K.
42310,<=50K.
42311,<=50K.
42312,>50K.
42313,>50K.
42314,>50K.
42315,<=50K.
42316,<=50K.
42317,<=50K.
42318,<=50K.
42319,<=50K.
42320,>50K.
42321,>50K.
42322,<=50K.
42323,<=50K.
42324,<=50K.
42325,<=50K.
42326,<=50K.
42327,<=50K.
42328,<=50K.
42329,<=50K.
42330,<=50K.
42331,<=50K.
42332,>50K.
42333,<=50K.
42334,<=50K.
42335,<=50K.
42336,<=50K.
42337,>50K.
42338,<=50K.
42339,<=50K.
42340,<=50K.
42341,>50K.
42342,>50K.
42343,<=50K.
42344,>50K.
42345,<=50K.
42346,<=50K.
42347,<=50K.
42348,<=50K.
42349,<=50K.
42350,>50K.
42351,<=50K.
42352,<=50K.
42353,>50K.
42354,<=50K.
42355,<=50K.
42356,<=50K.
42357,>50K.
42358,<=50K.
42359,<=50K.
42360,<=50K.
42361,<=50K.
42362,<=50K.
42363,<=50K.
42364,<=50K.
42365,<=50K.
42366,>50K.
42367,>50K.
42368,<=50K.
42369,>50K.
42370,<=50K.
42371,<=50K.
42372,>50K.
42373,<=50K.
42374,>50K.
42375,>50K.
42376,<=50K.
42377,<=50K.
42378,<=50K.
42379,<=50K.
42380,<=50K.
42381,>50K.
42382,>50K.
42383,<=50K.
42384,>50K.
42385,<=50K.
42386,<=50K.
42387,<=50K.
42388,>50K.
42389,<=50K.
42390,<=50K.
42391,<=50K.
42392,<=50K.
42393,>50K.
42394,>50K.
42395,<=50K.
42396,<=50K.
42397,>50K.
42398,<=50K.
42399,<=50K.
42400,<=50K.
42401,>50K.
42402,<=50K.
42403,<=50K.
42404,>50K.
42405,>50K.
42406,>50K.
42407,<=50K.
42408,>50K.
42409,<=50K.
42410,<=50K.
42411,<=50K.
42412,<=50K.
42413,<=50K.
42414,<=50K.
42415,>50K.
42416,<=50K.
42417,>50K.
42418,<=50K.
42419,>50K.
42420,<=50K.
42421,>50K.
42422,<=50K.
42423,<=50K.
42424,<=50K.
42425,<=50K.
42426,<=50K.
42427,<=50K.
42428,<=50K.
42429,<=50K.
42430,<=50K.
42431,<=50K.
42432,<=50K.
42433,<=50K.
42434,>50K.
42435,<=50K.
42436,>50K.
42437,>50K.
42438,>50K.
42439,<=50K.
42440,<=50K.
42441,<=50K.
42442,<=50K.
42443,<=50K.
42444,<=50K.
42445,<=50K.
42446,<=50K.
42447,>50K.
42448,>50K.
42449,<=50K.
42450,<=50K.
42451,<=50K.
42452,<=50K.
42453,>50K.
42454,>50K.
42455,>50K.
42456,<=50K.
42457,<=50K.
42458,>50K.
42459,<=50K.
42460,>50K.
42461,<=50K.
42462,>50K.
42463,<=50K.
42464,<=50K.
42465,<=50K.
42466,>50K.
42467,<=50K.
42468,<=50K.
42469,<=50K.
42470,>50K.
42471,<=50K.
42472,<=50K.
42473,<=50K.
42474,<=50K.
42475,<=50K.
42476,<=50K.
42477,>50K.
42478,<=50K.
42479,<=50K.
42480,<=50K.
42481,<=50K.
42482,<=50K.
42483,<=50K.
42484,<=50K.
42485,>50K.
42486,<=50K.
42487,<=50K.
42488,>50K.
42489,>50K.
42490,<=50K.
42491,<=50K.
42492,<=50K.
42493,<=50K.
42494,<=50K.
42495,<=50K.
42496,<=50K.
42497,<=50K.
42498,<=50K.
42499,>50K.
42500,<=50K.
42501,<=50K.
42502,<=50K.
42503,<=50K.
42504,>50K.
42505,>50K.
42506,<=50K.
42507,>50K.
42508,>50K.
42509,>50K.
42510,<=50K.
42511,<=50K.
42512,<=50K.
42513,<=50K.
42514,<=50K.
42515,<=50K.
42516,<=50K.
42517,<=50K.
42518,<=50K.
42519,<=50K.
42520,<=50K.
42521,<=50K.
42522,<=50K.
42523,<=50K.
42524,>50K.
42525,<=50K.
42526,<=50K.
42527,<=50K.
42528,<=50K.
42529,<=50K.
42530,<=50K.
42531,<=50K.
42532,>50K.
42533,<=50K.
42534,<=50K.
42535,<=50K.
42536,>50K.
42537,<=50K.
42538,>50K.
42539,<=50K.
42540,<=50K.
42541,<=50K.
42542,<=50K.
42543,>50K.
42544,<=50K.
42545,>50K.
42546,>50K.
42547,<=50K.
42548,>50K.
42549,<=50K.
42550,<=50K.
42551,>50K.
42552,>50K.
42553,>50K.
42554,>50K.
42555,<=50K.
42556,>50K.
42557,>50K.
42558,<=50K.
42559,<=50K.
42560,>50K.
42561,>50K.
42562,>50K.
42563,<=50K.
42564,>50K.
42565,>50K.
42566,<=50K.
42567,<=50K.
42568,<=50K.
42569,<=50K.
42570,<=50K.
42571,<=50K.
42572,<=50K.
42573,<=50K.
42574,<=50K.
42575,<=50K.
42576,<=50K.
42577,<=50K.
42578,>50K.
42579,<=50K.
42580,>50K.
42581,<=50K.
42582,>50K.
42583,>50K.
42584,<=50K.
42585,<=50K.
42586,<=50K.
42587,>50K.
42588,<=50K.
42589,<=50K.
42590,<=50K.
42591,>50K.
42592,>50K.
42593,<=50K.
42594,<=50K.
42595,<=50K.
42596,<=50K.
42597,<=50K.
42598,<=50K.
42599,<=50K.
42600,<=50K.
42601,<=50K.
42602,>50K.
42603,<=50K.
42604,<=50K.
42605,<=50K.
42606,<=50K.
42607,<=50K.
42608,<=50K.
42609,>50K.
42610,>50K.
42611,>50K.
42612,<=50K.
42613,>50K.
42614,>50K.
42615,<=50K.
42616,<=50K.
42617,<=50K.
42618,<=50K.
42619,<=50K.
42620,<=50K.
42621,<=50K.
42622,<=50K.
42623,>50K.
42624,>50K.
42625,<=50K.
42626,<=50K.
42627,<=50K.
42628,<=50K.
42629,<=50K.
42630,<=50K.
42631,>50K.
42632,<=50K.
42633,>50K.
42634,<=50K.
42635,<=50K.
42636,<=50K.
42637,<=50K.
42638,<=50K.
42639,<=50K.
42640,<=50K.
42641,<=50K.
42642,<=50K.
42643,<=50K.
42644,<=50K.
42645,<=50K.
42646,>50K.
42647,>50K.
42648,<=50K.
42649,<=50K.
42650,<=50K.
42651,<=50K.
42652,<=50K.
42653,<=50K.
42654,<=50K.
42655,<=50K.
42656,<=50K.
42657,<=50K.
42658,<=50K.
42659,>50K.
42660,<=50K.
42661,<=50K.
42662,<=50K.
42663,<=50K.
42664,>50K.
42665,<=50K.
42666,<=50K.
42667,<=50K.
42668,>50K.
42669,<=50K.
42670,>50K.
42671,<=50K.
42672,<=50K.
42673,<=50K.
42674,<=50K.
42675,<=50K.
42676,<=50K.
42677,<=50K.
42678,<=50K.
42679,<=50K.
42680,<=50K.
42681,>50K.
42682,<=50K.
42683,<=50K.
42684,<=50K.
42685,<=50K.
42686,>50K.
42687,>50K.
42688,<=50K.
42689,<=50K.
42690,>50K.
42691,<=50K.
42692,<=50K.
42693,<=50K.
42694,<=50K.
42695,>50K.
42696,<=50K.
42697,>50K.
42698,<=50K.
42699,<=50K.
42700,>50K.
42701,<=50K.
42702,>50K.
42703,>50K.
42704,<=50K.
42705,<=50K.
42706,<=50K.
42707,>50K.
42708,<=50K.
42709,<=50K.
42710,<=50K.
42711,<=50K.
42712,<=50K.
42713,>50K.
42714,>50K.
42715,>50K.
42716,<=50K.
42717,<=50K.
42718,<=50K.
42719,>50K.
42720,>50K.
42721,>50K.
42722,<=50K.
42723,<=50K.
42724,<=50K.
42725,<=50K.
42726,<=50K.
42727,<=50K.
42728,<=50K.
42729,>50K.
42730,<=50K.
42731,>50K.
42732,<=50K.
42733,>50K.
42734,<=50K.
42735,>50K.
42736,<=50K.
42737,>50K.
42738,>50K.
42739,>50K.
42740,<=50K.
42741,>50K.
42742,>50K.
42743,>50K.
42744,<=50K.
42745,<=50K.
42746,<=50K.
42747,>50K.
42748,<=50K.
42749,<=50K.
42750,<=50K.
42751,<=50K.
42752,<=50K.
42753,>50K.
42754,<=50K.
42755,>50K.
42756,<=50K.
42757,<=50K.
42758,<=50K.
42759,<=50K.
42760,<=50K.
42761,<=50K.
42762,<=50K.
42763,<=50K.
42764,<=50K.
42765,<=50K.
42766,<=50K.
42767,<=50K.
42768,<=50K.
42769,>50K.
42770,>50K.
42771,>50K.
42772,<=50K.
42773,<=50K.
42774,<=50K.
42775,<=50K.
42776,<=50K.
42777,<=50K.
42778,>50K.
42779,<=50K.
42780,>50K.
42781,<=50K.
42782,<=50K.
42783,>50K.
42784,<=50K.
42785,<=50K.
42786,<=50K.
42787,>50K.
42788,<=50K.
42789,<=50K.
42790,<=50K.
42791,>50K.
42792,<=50K.
42793,<=50K.
42794,>50K.
42795,<=50K.
42796,<=50K.
42797,<=50K.
42798,<=50K.
42799,<=50K.
42800,>50K.
42801,<=50K.
42802,<=50K.
42803,<=50K.
42804,>50K.
42805,<=50K.
42806,<=50K.
42807,<=50K.
42808,<=50K.
42809,<=50K.
42810,<=50K.
42811,<=50K.
42812,<=50K.
42813,<=50K.
42814,>50K.
42815,<=50K.
42816,<=50K.
42817,<=50K.
42818,>50K.
42819,<=50K.
42820,>50K.
42821,<=50K.
42822,>50K.
42823,<=50K.
42824,<=50K.
42825,>50K.
42826,<=50K.
42827,<=50K.
42828,>50K.
42829,<=50K.
42830,<=50K.
42831,<=50K.
42832,>50K.
42833,<=50K.
42834,<=50K.
42835,<=50K.
42836,<=50K.
42837,<=50K.
42838,>50K.
42839,<=50K.
42840,<=50K.
42841,>50K.
42842,<=50K.
42843,>50K.
42844,<=50K.
42845,<=50K.
42846,<=50K.
42847,<=50K.
42848,<=50K.
42849,<=50K.
42850,<=50K.
42851,>50K.
42852,>50K.
42853,<=50K.
42854,>50K.
42855,<=50K.
42856,>50K.
42857,<=50K.
42858,<=50K.
42859,>50K.
42860,<=50K.
42861,<=50K.
42862,<=50K.
42863,<=50K.
42864,>50K.
42865,<=50K.
42866,>50K.
42867,<=50K.
42868,>50K.
42869,<=50K.
42870,<=50K.
42871,>50K.
42872,>50K.
42873,<=50K.
42874,<=50K.
42875,<=50K.
42876,<=50K.
42877,<=50K.
42878,>50K.
42879,<=50K.
42880,>50K.
42881,<=50K.
42882,<=50K.
42883,<=50K.
42884,>50K.
42885,<=50K.
42886,>50K.
42887,<=50K.
42888,>50K.
42889,<=50K.
42890,>50K.
42891,<=50K.
42892,<=50K.
42893,<=50K.
42894,>50K.
42895,<=50K.
42896,>50K.
42897,>50K.
42898,<=50K.
42899,<=50K.
42900,<=50K.
42901,<=50K.
42902,>50K.
42903,<=50K.
42904,<=50K.
42905,<=50K.
42906,<=50K.
42907,<=50K.
42908,<=50K.
42909,<=50K.
42910,<=50K.
42911,>50K.
42912,<=50K.
42913,<=50K.
42914,>50K.
42915,<=50K.
42916,<=50K.
42917,>50K.
42918,<=50K.
42919,<=50K.
42920,<=50K.
42921,<=50K.
42922,<=50K.
42923,<=50K.
42924,>50K.
42925,<=50K.
42926,<=50K.
42927,<=50K.
42928,>50K.
42929,<=50K.
42930,<=50K.
42931,>50K.
42932,<=50K.
42933,<=50K.
42934,>50K.
42935,<=50K.
42936,<=50K.
42937,<=50K.
42938,>50K.
42939,<=50K.
42940,>50K.
42941,<=50K.
42942,<=50K.
42943,<=50K.
42944,<=50K.
42945,<=50K.
42946,<=50K.
42947,<=50K.
42948,<=50K.
42949,<=50K.
42950,<=50K.
42951,<=50K.
42952,>50K.
42953,<=50K.
42954,<=50K.
42955,<=50K.
42956,<=50K.
42957,>50K.
42958,<=50K.
42959,>50K.
42960,<=50K.
42961,<=50K.
42962,>50K.
42963,>50K.
42964,<=50K.
42965,<=50K.
42966,<=50K.
42967,<=50K.
42968,>50K.
42969,<=50K.
42970,<=50K.
42971,<=50K.
42972,<=50K.
42973,<=50K.
42974,<=50K.
42975,>50K.
42976,<=50K.
42977,>50K.
42978,>50K.
42979,<=50K.
42980,>50K.
42981,<=50K.
42982,<=50K.
42983,<=50K.
42984,>50K.
42985,<=50K.
42986,<=50K.
42987,<=50K.
42988,<=50K.
42989,>50K.
42990,>50K.
42991,<=50K.
42992,<=50K.
42993,<=50K.
42994,<=50K.
42995,<=50K.
42996,>50K.
42997,<=50K.
42998,<=50K.
42999,>50K.
43000,>50K.
43001,<=50K.
43002,<=50K.
43003,<=50K.
43004,<=50K.
43005,<=50K.
43006,<=50K.
43007,>50K.
43008,<=50K.
43009,>50K.
43010,<=50K.
43011,<=50K.
43012,<=50K.
43013,>50K.
43014,<=50K.
43015,<=50K.
43016,<=50K.
43017,>50K.
43018,>50K.
43019,<=50K.
43020,<=50K.
43021,<=50K.
43022,>50K.
43023,<=50K.
43024,<=50K.
43025,>50K.
43026,>50K.
43027,<=50K.
43028,<=50K.
43029,>50K.
43030,<=50K.
43031,>50K.
43032,<=50K.
43033,<=50K.
43034,<=50K.
43035,>50K.
43036,<=50K.
43037,<=50K.
43038,<=50K.
43039,>50K.
43040,<=50K.
43041,<=50K.
43042,<=50K.
43043,>50K.
43044,>50K.
43045,>50K.
43046,<=50K.
43047,<=50K.
43048,>50K.
43049,<=50K.
43050,<=50K.
43051,<=50K.
43052,<=50K.
43053,<=50K.
43054,<=50K.
43055,<=50K.
43056,<=50K.
43057,>50K.
43058,>50K.
43059,<=50K.
43060,<=50K.
43061,<=50K.
43062,<=50K.
43063,<=50K.
43064,<=50K.
43065,<=50K.
43066,>50K.
43067,<=50K.
43068,<=50K.
43069,<=50K.
43070,<=50K.
43071,<=50K.
43072,<=50K.
43073,<=50K.
43074,<=50K.
43075,>50K.
43076,<=50K.
43077,<=50K.
43078,<=50K.
43079,<=50K.
43080,<=50K.
43081,>50K.
43082,<=50K.
43083,<=50K.
43084,<=50K.
43085,<=50K.
43086,<=50K.
43087,<=50K.
43088,<=50K.
43089,>50K.
43090,>50K.
43091,<=50K.
43092,<=50K.
43093,>50K.
43094,<=50K.
43095,>50K.
43096,<=50K.
43097,<=50K.
43098,<=50K.
43099,<=50K.
43100,>50K.
43101,<=50K.
43102,<=50K.
43103,>50K.
43104,<=50K.
43105,>50K.
43106,<=50K.
43107,<=50K.
43108,<=50K.
43109,<=50K.
43110,>50K.
43111,>50K.
43112,>50K.
43113,>50K.
43114,<=50K.
43115,<=50K.
43116,>50K.
43117,<=50K.
43118,<=50K.
43119,<=50K.
43120,>50K.
43121,<=50K.
43122,<=50K.
43123,<=50K.
43124,<=50K.
43125,<=50K.
43126,<=50K.
43127,<=50K.
43128,<=50K.
43129,<=50K.
43130,>50K.
43131,>50K.
43132,<=50K.
43133,>50K.
43134,<=50K.
43135,>50K.
43136,>50K.
